Marca temporal,Nombre y Apellido del fallecido,Fecha de fallecimiento,DNI,Edad al fallecer,Sexo,Hora de fallecimiento,Causa de fallecimiento,Causa detallada (si es 'Otro'),Lugar de fallecimiento,Ubicación en el cementerio,Tipo de sepultura,Número de acta / registro,Nombre del responsable que registra,DNI del responsable que registra,Correo electrónico del responsable,Otros aportes o comentarios,Año de fallecimiento,Mes de fallecimiento,Rango edad,Día de la semana
1995-08-29 03:54:35.892579,Artemio Baró-Araujo,1995-08-29,42748746,70,Femenino,21:19,Accidente,,Domicilio,"Sección 1, Fila 3, Parcela 15",Nicho,238463,Mario Vilaplana Haro,47240438,secoadela@example.net,Se pidió mantener la causa de fallecimiento en reserva.,1995,8,Adulto mayor,Tuesday
1995-04-06 12:21:20.126122,Sigfrido de Rojas,1995-04-06,45621837,19,Masculino,0:42,Covid-19,,Hospital Central,"Sección 9, Fila 9, Parcela 29",Nicho,289255,Demetrio Fernandez Bas,39550498,spina@example.org,Se coordinó con la empresa funeraria local.,1995,4,Joven,Thursday
1995-05-23 22:51:43.032118,Piedad de Maldonado,1995-05-23,85438572,0,Femenino,23:56,Neumonía,,Clínica Privada,"Sección 2, Fila 7, Parcela 44",Cremación,827429,Nereida Puig Rubio,38357476,salesmodesto@example.com,Se pidió mantener la causa de fallecimiento en reserva.,1995,5,,Tuesday
1995-04-14 16:32:35.830344,Gabino Ferrero,1995-04-14,67691197,75,Otro,2:53,Covid-19,,Domicilio,"Sección 7, Fila 10, Parcela 34",Mausoleo,272736,Miguel Ángel Aragón Pacheco,15480935,scerro@example.com,La familia pidió sepultura junto a otros parientes.,1995,4,Adulto mayor,Friday
1995-05-05 00:09:17.609519,Pastora Prado Carbonell,1995-05-05,61480601,25,Femenino,12:59,Covid-19,,Hospital Central,"Sección 1, Fila 7, Parcela 3",Tumba tradicional,118027,Ildefonso Mata-Español,20445441,cespedesalfonso@example.org,Familia solicita ceremonia sencilla.,1995,5,Joven,Friday
1995-05-06 11:16:37.410279,Lucio Quesada Duque,1995-05-06,12423121,84,Masculino,0:48,Neumonía,,Clínica Privada,"Sección 3, Fila 15, Parcela 13",Tumba tradicional,442449,Constanza Oliveras Chaves,45730993,nanton@example.com,Acta firmada por dos testigos.,1995,5,Adulto mayor,Saturday
1995-08-16 08:36:16.014776,Albano Armas Anguita,1995-08-16,66855260,35,Femenino,17:20,Neumonía,,Domicilio,"Sección 9, Fila 5, Parcela 29",Mausoleo,782479,Margarita Iglesia Baena,28190775,simoiris@example.org,Se notificó al registro civil.,1995,8,Adulto,Wednesday
1995-11-24 02:24:54.433711,Epifanio Candelario Acedo Roma,1995-11-24,55489186,40,Otro,13:54,Otro,Insuficiencia renal,Domicilio,"Sección 9, Fila 9, Parcela 27",Mausoleo,435635,Nereida Puig Rubio,23220093,narvaezedgardo@example.org,Se adjunta certificado médico.,1995,11,Adulto,Friday
1995-03-18 09:11:32.858208,Loreto Zapata-Andreu,1995-03-18,56513055,14,Femenino,17:01,Otro,Septicemia,Vía Pública,"Sección 7, Fila 14, Parcela 5",Mausoleo,692186,Margarita Iglesia Baena,34513109,oscargoicoechea@example.org,Se notificó al registro civil.,1995,3,Adolescente,Saturday
1995-12-19 20:44:35.354190,Luis Miguel Pinedo Falcó,1995-12-19,57459421,42,Otro,23:54,Otro,Complicaciones posoperatorias,Clínica Privada,"Sección 10, Fila 12, Parcela 17",Tumba tradicional,831723,Daniel del Lumbreras,21965470,eliseo72@example.org,Se pidió mantener la causa de fallecimiento en reserva.,1995,12,Adulto,Tuesday
1995-03-24 16:17:03.360828,Joaquina Lluch,1995-03-24,87304809,41,Femenino,20:48,Infarto,,Vía Pública,"Sección 9, Fila 7, Parcela 22",Tumba tradicional,566625,Miguel Ángel Aragón Pacheco,14241136,humberto77@example.org,La familia pidió sepultura junto a otros parientes.,1995,3,Adulto,Friday
1995-01-30 10:13:27.864248,Cecilia Villalba Barco,1995-01-30,12539903,90,Otro,19:47,Otro,Insuficiencia renal,Domicilio,"Sección 7, Fila 15, Parcela 9",Nicho,274667,Oriana Carvajal Solsona,43694415,inigoarregui@example.org,La familia pidió sepultura junto a otros parientes.,1995,1,Adulto mayor,Monday
1995-01-22 19:35:50.911083,Celestino Isidoro Bernat Bueno,1995-01-22,93260817,38,Masculino,16:03,Accidente,,Vía Pública,"Sección 5, Fila 14, Parcela 14",Mausoleo,700599,Oriana Carvajal Solsona,39715810,atienzaalejandro@example.org,Acta firmada por dos testigos.,1995,1,Adulto,Sunday
1995-05-16 09:26:50.789969,Noelia Pedrero,1995-05-16,49801204,72,Masculino,21:39,Infarto,,Vía Pública,"Sección 3, Fila 20, Parcela 30",Tumba tradicional,471544,Oriana Carvajal Solsona,23204878,virginia76@example.com,Acta firmada por dos testigos.,1995,5,Adulto mayor,Tuesday
1995-10-06 07:06:36.418563,Dalila Solé,1995-10-06,20041290,88,Femenino,9:02,Infarto,,Vía Pública,"Sección 1, Fila 6, Parcela 9",Mausoleo,652580,Estrella de Ordóñez,14970473,ignacialinares@example.net,Se notificó al registro civil.,1995,10,Adulto mayor,Friday
1995-06-22 07:39:13.431736,Ceferino de Crespi,1995-06-22,91360679,8,Otro,3:45,Covid-19,,Hospital Central,"Sección 3, Fila 5, Parcela 5",Cremación,959066,Herminio Bernad,35972077,olivaciro@example.org,Familia solicita ceremonia sencilla.,1995,6,Niño,Thursday
1995-11-25 21:43:03.802175,Eusebio Fuertes Bernat,1995-11-25,35512715,58,Masculino,13:57,Infarto,,Domicilio,"Sección 10, Fila 20, Parcela 50",Cremación,193816,Daniela de Prat,49847047,opino@example.net,Se adjunta certificado médico.,1995,11,Adulto,Saturday
1995-10-31 11:14:29.467675,Abigaíl Gonzalez,1995-10-31,79674425,30,Masculino,15:28,Accidente,,Hospital Central,"Sección 4, Fila 11, Parcela 10",Mausoleo,369432,Oriana Carvajal Solsona,36396997,agustina22@example.com,La familia pidió sepultura junto a otros parientes.,1995,10,Joven,Tuesday
1995-03-03 19:45:50.152451,Ciríaco Pinedo Mas,1995-03-03,60847077,49,Masculino,17:29,Accidente,,Domicilio,"Sección 7, Fila 15, Parcela 48",Cremación,524223,Ildefonso Mata-Español,16886934,nereasuarez@example.org,La familia pidió servicio religioso antes de la cremación.,1995,3,Adulto,Friday
1995-08-04 20:28:58.536041,Bibiana Pi Medina,1995-08-04,87439915,16,Masculino,9:57,Cáncer,,Vía Pública,"Sección 4, Fila 15, Parcela 36",Cremación,832877,Miguel Ángel Aragón Pacheco,14408689,paulinocordoba@example.com,La familia pidió servicio religioso antes de la cremación.,1995,8,Adolescente,Friday
1995-09-03 13:49:29.896543,Custodia Campillo Pozuelo,1995-09-03,71019684,98,Masculino,15:50,Infarto,,Vía Pública,"Sección 9, Fila 6, Parcela 1",Nicho,744718,Lorena Calderon Recio,17149023,cmontes@example.com,Se pidió mantener la causa de fallecimiento en reserva.,1995,9,Adulto mayor,Sunday
1995-02-03 22:47:32.496002,Juan Carlos Lastra Herrera,1995-02-03,68202790,82,Femenino,11:46,Cáncer,,Vía Pública,"Sección 2, Fila 2, Parcela 50",Nicho,728737,Herminio Bernad,26297508,bonetchus@example.net,Se notificó al registro civil.,1995,2,Adulto mayor,Friday
1995-12-28 13:10:24.363590,Teobaldo del Moreno,1995-12-28,69685804,9,Masculino,19:50,Cáncer,,Clínica Privada,"Sección 4, Fila 20, Parcela 35",Cremación,856663,Oriana Carvajal Solsona,14167225,xgoicoechea@example.org,La familia pidió sepultura junto a otros parientes.,1995,12,Niño,Thursday
1995-01-08 16:05:30.522331,Jennifer Badía Albero,1995-01-08,95238121,38,Masculino,3:23,Neumonía,,Domicilio,"Sección 5, Fila 1, Parcela 39",Nicho,443227,Nereida Puig Rubio,39573680,tmenendez@example.com,Se pidió mantener la causa de fallecimiento en reserva.,1995,1,Adulto,Sunday
1995-10-23 01:04:47.041863,Gala Valcárcel Arregui,1995-10-23,44073851,16,Otro,14:34,Covid-19,,Vía Pública,"Sección 3, Fila 10, Parcela 35",Mausoleo,296138,Mario Vilaplana Haro,26755737,buenaventurapinto@example.net,La familia pidió servicio religioso antes de la cremación.,1995,10,Adolescente,Monday
1995-07-11 02:32:00.903178,Jacobo Jara,1995-07-11,75048622,2,Femenino,6:36,Cáncer,,Domicilio,"Sección 7, Fila 11, Parcela 31",Nicho,542963,Nereida Puig Rubio,28608549,gaguilera@example.net,Se adjunta certificado médico.,1995,7,Niño,Tuesday
1995-03-14 23:49:55.992178,Ximena Valbuena,1995-03-14,15719555,52,Femenino,3:06,Covid-19,,Vía Pública,"Sección 5, Fila 12, Parcela 6",Mausoleo,451369,Isabela Pellicer Corominas,46352480,egeajuan-carlos@example.org,Acta firmada por dos testigos.,1995,3,Adulto,Tuesday
1995-01-16 01:01:23.606100,Socorro Madrigal Abad,1995-01-16,84086845,61,Femenino,21:23,Cáncer,,Clínica Privada,"Sección 9, Fila 20, Parcela 49",Tumba tradicional,927860,Nereida Puig Rubio,29084025,glillo@example.com,Familia solicita ceremonia sencilla.,1995,1,Adulto mayor,Monday
1995-06-28 11:39:54.611837,Alex Cepeda Donoso,1995-06-28,70058827,78,Otro,9:21,Infarto,,Clínica Privada,"Sección 8, Fila 7, Parcela 36",Mausoleo,199818,Miguel Ángel Aragón Pacheco,24752481,riquelmefaustino@example.net,Familia solicita ceremonia sencilla.,1995,6,Adulto mayor,Wednesday
1995-12-15 17:37:46.280922,Candela Peiró Prat,1995-12-15,92003266,84,Masculino,20:45,Otro,Otro no especificado,Hospital Central,"Sección 8, Fila 20, Parcela 43",Mausoleo,896131,Lorena Calderon Recio,35987967,ferminlledo@example.net,Familia solicita ceremonia sencilla.,1995,12,Adulto mayor,Friday
1995-12-29 07:10:57.540577,Rosario Huertas Huguet,1995-12-29,93730393,20,Masculino,18:58,Neumonía,,Domicilio,"Sección 9, Fila 4, Parcela 41",Nicho,863107,Lorena Calderon Recio,10941661,herberto21@example.com,La familia pidió sepultura junto a otros parientes.,1995,12,Joven,Friday
1995-08-18 04:30:59.286252,Clementina Pérez Martín,1995-08-18,27264247,71,Femenino,0:23,Accidente,,Hospital Central,"Sección 1, Fila 20, Parcela 4",Tumba tradicional,611837,Daniel del Lumbreras,28853876,pgalvez@example.org,Se pidió mantener la causa de fallecimiento en reserva.,1995,8,Adulto mayor,Friday
1995-09-30 20:02:52.661010,Aureliano Lerma Díez,1995-09-30,24569499,12,Masculino,7:15,Cáncer,,Domicilio,"Sección 2, Fila 13, Parcela 46",Cremación,244039,Constanza Oliveras Chaves,18665621,iballester@example.org,Pendiente entrega de certificado de defunción original.,1995,9,Niño,Saturday
1996-10-01 09:24:46.480861,Wálter Esteban Caro Leal,1996-10-01,95538711,87,Masculino,7:39,Otro,Otro no especificado,Vía Pública,"Sección 6, Fila 2, Parcela 3",Mausoleo,649929,Daniela de Prat,13374730,hvillena@example.org,Se pidió mantener la causa de fallecimiento en reserva.,1996,10,Adulto mayor,Tuesday
1996-07-22 15:09:01.159943,Fidel Mir Castro,1996-07-22,26111758,24,Masculino,15:16,Infarto,,Clínica Privada,"Sección 5, Fila 4, Parcela 28",Mausoleo,791548,Oriana Carvajal Solsona,46193559,abel76@example.org,Acta firmada por dos testigos.,1996,7,Joven,Monday
1996-08-24 13:09:09.266315,Leonardo Aitor Diego Bas,1996-08-24,89711428,45,Masculino,7:45,Accidente,,Clínica Privada,"Sección 3, Fila 18, Parcela 3",Mausoleo,995809,Herminio Bernad,49662862,abeltran@example.com,Se coordinó con la empresa funeraria local.,1996,8,Adulto,Saturday
1996-11-11 21:58:57.677356,Lucas del Núñez,1996-11-11,47121422,79,Otro,12:49,Cáncer,,Clínica Privada,"Sección 10, Fila 9, Parcela 49",Mausoleo,775242,Oriana Carvajal Solsona,27652502,ripollmayte@example.net,Se coordinó con la empresa funeraria local.,1996,11,Adulto mayor,Monday
1996-05-02 00:23:56.344291,Vito Clavero-Caballero,1996-05-02,36488101,75,Masculino,10:07,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 1, Fila 13, Parcela 44",Cremación,720793,Herminio Bernad,11126389,elorzacarmela@example.com,Se notificó al registro civil.,1996,5,Adulto mayor,Thursday
1996-09-11 06:38:28.254738,Julia Font Maza,1996-09-11,40156847,87,Masculino,14:08,Infarto,,Domicilio,"Sección 4, Fila 6, Parcela 8",Tumba tradicional,328073,Daniela de Prat,17317499,encarnacanales@example.net,Documento entregado en oficina central.,1996,9,Adulto mayor,Wednesday
1996-03-23 10:43:20.384578,Julie Alcaraz Godoy,1996-03-23,73079452,27,Masculino,9:17,Neumonía,,Vía Pública,"Sección 1, Fila 20, Parcela 13",Tumba tradicional,539109,Ildefonso Mata-Español,16249369,jesusacaceres@example.org,Pendiente entrega de certificado de defunción original.,1996,3,Joven,Saturday
1996-11-09 15:08:51.014971,Reynaldo Rozas,1996-11-09,58415616,55,Otro,18:23,Neumonía,,Vía Pública,"Sección 8, Fila 10, Parcela 5",Nicho,515126,Jose Antonio Fuente-Pérez,36003680,ordonezofelia@example.com,La familia pidió sepultura junto a otros parientes.,1996,11,Adulto,Saturday
1996-10-06 18:35:29.812558,Belen Lozano,1996-10-06,74761107,16,Masculino,9:16,Neumonía,,Hospital Central,"Sección 9, Fila 4, Parcela 34",Mausoleo,623365,Daniel del Lumbreras,33104394,rvilla@example.com,Pendiente entrega de certificado de defunción original.,1996,10,Adolescente,Sunday
1996-04-15 13:06:20.061873,Rosendo Costa Elías,1996-04-15,30823929,85,Femenino,2:56,Otro,Otro no especificado,Vía Pública,"Sección 8, Fila 3, Parcela 5",Nicho,670730,Ildefonso Mata-Español,45649893,prudenciaamoros@example.org,Se coordinó con la empresa funeraria local.,1996,4,Adulto mayor,Monday
1996-04-17 11:16:56.601500,Clementina Ropero Flores,1996-04-17,79305103,12,Masculino,8:56,Covid-19,,Hospital Central,"Sección 9, Fila 17, Parcela 47",Tumba tradicional,808286,Estrella de Ordóñez,13904425,bvalverde@example.net,Se pidió mantener la causa de fallecimiento en reserva.,1996,4,Niño,Wednesday
1996-08-15 09:22:04.071504,Jose Carlos Bonifacio Aranda Diaz,1996-08-15,78438786,80,Femenino,9:27,Neumonía,,Domicilio,"Sección 4, Fila 15, Parcela 32",Cremación,797629,Oriana Carvajal Solsona,11126892,marinopalmer@example.net,La familia pidió servicio religioso antes de la cremación.,1996,8,Adulto mayor,Thursday
1996-12-22 11:42:50.629460,Dorita Villalonga Baeza,1996-12-22,18584550,63,Femenino,3:28,Covid-19,,Vía Pública,"Sección 10, Fila 10, Parcela 8",Mausoleo,521210,Constanza Oliveras Chaves,41470225,clemente00@example.org,Acta firmada por dos testigos.,1996,12,Adulto mayor,Sunday
1996-03-04 07:45:11.980188,Carmelita Ortiz,1996-03-04,37623511,26,Femenino,13:43,Cáncer,,Clínica Privada,"Sección 10, Fila 2, Parcela 32",Mausoleo,462416,Nereida Puig Rubio,39030117,pia27@example.org,Se adjunta certificado médico.,1996,3,Joven,Monday
1996-12-26 04:19:37.266580,Teodoro Castro,1996-12-26,21152512,12,Femenino,8:07,Neumonía,,Hospital Central,"Sección 5, Fila 16, Parcela 6",Cremación,767424,Constanza Oliveras Chaves,10490745,ehuerta@example.com,Pendiente entrega de certificado de defunción original.,1996,12,Niño,Thursday
1996-02-18 08:52:16.565845,Luís Benigno Báez Valdés,1996-02-18,22177298,24,Masculino,11:07,Cáncer,,Vía Pública,"Sección 10, Fila 7, Parcela 29",Tumba tradicional,171061,Margarita Iglesia Baena,13536797,soniacarnero@example.org,La familia pidió sepultura junto a otros parientes.,1996,2,Joven,Sunday
1996-12-02 20:04:54.384997,Ulises de Novoa,1996-12-02,70071711,30,Otro,21:08,Accidente,,Vía Pública,"Sección 7, Fila 17, Parcela 18",Tumba tradicional,584019,Oriana Carvajal Solsona,39641058,azahara68@example.net,Se coordinó con la empresa funeraria local.,1996,12,Joven,Monday
1996-05-10 03:17:21.949789,Benita del Téllez,1996-05-10,83332674,10,Masculino,5:16,Infarto,,Domicilio,"Sección 10, Fila 17, Parcela 14",Mausoleo,630877,Constanza Oliveras Chaves,15707858,qllorente@example.org,Acta firmada por dos testigos.,1996,5,Niño,Friday
1996-08-31 09:54:54.480170,Abraham Pinilla,1996-08-31,27248303,49,Femenino,7:37,Covid-19,,Vía Pública,"Sección 1, Fila 19, Parcela 37",Nicho,932113,Oriana Carvajal Solsona,41456693,lcastells@example.org,Se pidió mantener la causa de fallecimiento en reserva.,1996,8,Adulto,Saturday
1996-05-31 16:36:17.729382,Pía Casanova Arjona,1996-05-31,30266496,47,Masculino,18:01,Covid-19,,Domicilio,"Sección 6, Fila 14, Parcela 48",Tumba tradicional,348483,Lorena Calderon Recio,35942821,camposainoa@example.net,Se adjunta certificado médico.,1996,5,Adulto,Friday
1996-12-22 07:48:15.550770,Calixta Font Llanos,1996-12-22,16881354,45,Femenino,18:15,Cáncer,,Hospital Central,"Sección 6, Fila 15, Parcela 40",Mausoleo,127106,Estrella de Ordóñez,38361574,octaviorius@example.org,Familia solicita ceremonia sencilla.,1996,12,Adulto,Sunday
1996-12-27 07:43:11.523568,Ciríaco Amo Pablo,1996-12-27,60995626,22,Masculino,8:44,Covid-19,,Vía Pública,"Sección 7, Fila 5, Parcela 50",Cremación,859769,Daniel del Lumbreras,42389479,brunofeijoo@example.org,La familia pidió sepultura junto a otros parientes.,1996,12,Joven,Friday
1996-04-07 15:35:54.811368,Estela Anglada Nicolás,1996-04-07,16130842,49,Masculino,6:13,Neumonía,,Clínica Privada,"Sección 6, Fila 12, Parcela 14",Tumba tradicional,484676,Demetrio Fernandez Bas,34312342,florenciojurado@example.com,La familia pidió sepultura junto a otros parientes.,1996,4,Adulto,Sunday
1996-10-06 21:16:35.302908,Loreto Querol Molina,1996-10-06,39473850,66,Masculino,22:08,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 1, Fila 13, Parcela 17",Mausoleo,280829,Margarita Iglesia Baena,28560596,jordana71@example.com,Se pidió mantener la causa de fallecimiento en reserva.,1996,10,Adulto mayor,Sunday
1996-11-17 00:44:06.267862,Hernando Nadal-Gálvez,1996-11-17,26733567,29,Masculino,1:42,Neumonía,,Hospital Central,"Sección 1, Fila 19, Parcela 5",Tumba tradicional,251424,Estrella de Ordóñez,14442964,zpenalver@example.com,Se adjunta certificado médico.,1996,11,Joven,Sunday
1996-04-01 01:45:08.060219,Mariano Ortega Arribas,1996-04-01,88502230,100,Otro,19:11,Cáncer,,Vía Pública,"Sección 7, Fila 1, Parcela 16",Cremación,158577,Miguel Ángel Aragón Pacheco,12429308,bernardabayona@example.com,Se notificó al registro civil.,1996,4,Adulto mayor,Monday
1996-12-10 00:26:54.759325,Juliana Avilés-Gomila,1996-12-10,45613352,11,Femenino,15:12,Otro,Insuficiencia renal,Vía Pública,"Sección 1, Fila 1, Parcela 50",Tumba tradicional,160884,Lorena Calderon Recio,38413423,maxi31@example.org,Se pidió mantener la causa de fallecimiento en reserva.,1996,12,Niño,Tuesday
1996-05-02 18:41:54.135249,Celestino Martínez Sáez,1996-05-02,70491161,38,Femenino,14:42,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 10, Fila 8, Parcela 17",Tumba tradicional,618887,Herminio Bernad,28777584,petrona08@example.net,Se coordinó con la empresa funeraria local.,1996,5,Adulto,Thursday
1996-02-01 03:43:55.063519,Inmaculada Gascón Sola,1996-02-01,67549300,74,Masculino,13:29,Covid-19,,Domicilio,"Sección 1, Fila 10, Parcela 49",Mausoleo,190701,Mario Vilaplana Haro,10156462,wconde@example.net,La familia pidió sepultura junto a otros parientes.,1996,2,Adulto mayor,Thursday
1996-03-16 19:19:50.933333,Lidia Álvarez Coronado,1996-03-16,52089835,75,Femenino,2:16,Infarto,,Vía Pública,"Sección 6, Fila 5, Parcela 8",Tumba tradicional,737029,Mario Vilaplana Haro,22167971,nazario50@example.org,Se coordinó con la empresa funeraria local.,1996,3,Adulto mayor,Saturday
1996-04-22 05:06:41.685604,Sebastián Cuesta Gallego,1996-04-22,50622886,60,Otro,11:07,Neumonía,,Domicilio,"Sección 1, Fila 6, Parcela 1",Tumba tradicional,975812,Miguel Ángel Aragón Pacheco,34880188,miguelvazquez@example.com,Pendiente entrega de certificado de defunción original.,1996,4,Adulto,Monday
1996-03-21 19:47:20.876649,María Pilar Sanmiguel Aznar,1996-03-21,19701099,82,Otro,15:45,Accidente,,Hospital Central,"Sección 9, Fila 13, Parcela 1",Cremación,447003,Isabela Pellicer Corominas,42007718,alejandraparedes@example.com,Documento entregado en oficina central.,1996,3,Adulto mayor,Thursday
1996-07-11 00:01:59.153093,Luis de Tur,1996-07-11,24049118,42,Masculino,11:50,Infarto,,Clínica Privada,"Sección 8, Fila 11, Parcela 45",Tumba tradicional,660329,Ildefonso Mata-Español,43502254,silvio09@example.com,Documento entregado en oficina central.,1996,7,Adulto,Thursday
1996-02-07 08:57:56.539150,Josefina Sara Casanovas Abella,1996-02-07,66359824,45,Femenino,11:46,Covid-19,,Vía Pública,"Sección 7, Fila 6, Parcela 34",Cremación,925595,Constanza Oliveras Chaves,38960983,amando93@example.org,Se coordinó con la empresa funeraria local.,1996,2,Adulto,Wednesday
1996-01-16 04:59:05.090971,Hernán Feijoo Oller,1996-01-16,90542357,94,Masculino,10:59,Accidente,,Vía Pública,"Sección 5, Fila 14, Parcela 15",Cremación,993209,Oriana Carvajal Solsona,20483651,flor22@example.com,Se pidió mantener la causa de fallecimiento en reserva.,1996,1,Adulto mayor,Tuesday
